time_s,vehicle_id,x_m,y_m,vx_mps,vy_mps,speed_mps,lane_id
100.0,11,-7.357872,72.67366720000001,-0.007619999999999294,-0.008890000000008058,0.011708821460767625,2
100.0,74,-7.376261599999999,105.65312879999999,-0.018034000000000106,-0.08686799999992445,0.08872020389960157,2
100.0,75,6.8608448000000015,38.8301992,-0.0025400000000086465,0.05816599999995731,0.05822143210189077,2
100.0,88,-7.716012000000001,65.9629872,0.0,0.0,0.0,2
100.0,114,-7.4601832,396.9502856,0.008889999999999176,-0.07492999999954009,0.07545552994930897,2
100.0,116,7.0737984,35.4424488,0.0,0.0,0.0,2
100.0,118,7.167372,29.1055552,0.0,-0.0005080000000035056,0.0005080000000035056,2
100.0,131,-3.9810944,562.6016688000001,0.006349999999994971,-3.905250000000251,3.905255162598465,2
100.0,143,-3.7383719999999996,504.383548,0.013879285714275547,-3.2585750714281403,3.258604629393515,2
100.1,11,-7.358634,72.67277820000001,-0.007620000000003735,-0.008636000000024069,0.011517156593555226,2
100.1,74,-7.378064999999999,105.644442,-0.017780000000002794,-0.0868679999999955,0.08866892253771508,2
100.1,75,6.860590800000001,38.8360158,-0.003860800000001774,0.08646159999994296,0.08654775589921526,2
100.1,88,-7.716012000000001,65.9629872,0.0,0.0,0.0,2
100.1,114,-7.4592942,396.9427926,0.008940799999996862,-0.07487919999988435,0.07541109001508084,2
100.1,116,7.0737984,35.4424488,0.0,0.0,0.0,2
100.1,118,7.167372,29.1055044,0.0,-0.0004063999999992518,0.0004063999999992518,2
100.1,131,-3.9804594000000004,562.2111438000001,0.011785599999996066,-3.8886383999999907,3.888656259728011,2
100.1,143,-3.736984071428572,504.0576904928572,0.029151942857132962,-3.3455972857137795,3.345724291382623,2
100.19999999999999,11,-7.359396000000001,72.67194,-0.011429999999998941,-0.012725400000022091,0.017104990650700105,2
100.19999999999999,74,-7.3798176,105.63575519999999,-0.027051000000000158,-0.13030200000002878,0.1330803058495415,2
100.19999999999999,75,6.860072640000001,38.84749151999999,-0.006857999999998476,0.15339060000002291,0.15354383195806665,2
100.19999999999999,88,-7.716012000000001,65.9629872,0.0,0.0,0.0,2
100.19999999999999,114,-7.458395040000001,396.93530976,0.013944600000002083,-0.11239500000016278,0.11325673443198267,2
100.19999999999999,116,7.0737984,35.4424488,0.0,0.0,0.0,2
100.19999999999999,118,7.167372,29.10547392,0.0,-0.0007620000000052585,0.0007620000000052585,2
100.19999999999999,131,-3.9787372800000007,561.8239411200001,0.01988819999999558,-5.801182199999744,5.801216291269712,2
100.19999999999999,143,-3.732541611428573,503.71442854285726,0.04831624285713154,-5.056623835713765,5.056854662261159,2
100.29999999999998,11,-7.36092,72.67023312,-0.015239999999998588,-0.017068800000004103,0.02288234108302944,2
100.29999999999998,74,-7.3834751999999995,105.61838159999999,-0.0359664000000004,-0.173431199999996,0.17712132300318514,2
100.29999999999998,75,6.859219200000001,38.86669392,-0.00883920000000149,0.20025360000001768,0.20044858634973486,2
100.29999999999998,88,-7.716012000000001,65.9629872,0.0,0.0,0.0,2
100.29999999999998,114,-7.45650528,396.9203136,0.018592800000001297,-0.14996160000009695,0.15110980671825744,2
